"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value","R#","Region"
"Barkhamsted School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",6,5,"Western"
"Barkhamsted School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",-9999,5,"Western"
"Barkhamsted School District",NA,"2014-2015","Expulsion","Sanctions","Number",0,5,"Western"
"Barkhamsted School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-6666,5,"Western"
"Berlin School District",NA,"2012-2013","Expulsion","Sanctions","Number",-9999,6,"Central"
"Berlin School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0,6,"Central"
"Berlin School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",391,6,"Central"
"Berlin School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",54,6,"Central"
"Berlin School District",NA,"2011-2012","Expulsion","Sanctions","Number",-9999,6,"Central"
"Berlin School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0,6,"Central"
"Berlin School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",251,6,"Central"
"Berlin School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",51,6,"Central"
"Berlin School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",680,6,"Central"
"Berlin School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",69,6,"Central"
"Berlin School District",NA,"2009-2010","Expulsion","Sanctions","Number",-9999,6,"Central"
"Berlin School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0,6,"Central"
"Berlin School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",587,6,"Central"
"Berlin School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",90,6,"Central"
"Berlin School District",NA,"2010-2011","Expulsion","Sanctions","Number",-9999,6,"Central"
"Berlin School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0,6,"Central"
"Berlin School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",159,6,"Central"
"Berlin School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",30,6,"Central"
"Berlin School District",NA,"2014-2015","Expulsion","Sanctions","Number",-9999,6,"Central"
"Berlin School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-9999,6,"Central"
"Berlin School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",133,6,"Central"
"Berlin School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",14,6,"Central"
"Berlin School District",NA,"2015-2016","Expulsion","Sanctions","Number",-9999,6,"Central"
"Berlin School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0,6,"Central"
"Berlin School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-9999,6,"Central"
"Berlin School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",198,6,"Central"
"Berlin School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",44,6,"Central"
"Berlin School District",NA,"2013-2014","Expulsion","Sanctions","Number",0,6,"Central"
"Berlin School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,6,"Central"
"Berlin School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",142,6,"Central"
"Berlin School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",33,6,"Central"
"Berlin School District",NA,"2016-2017","Expulsion","Sanctions","Number",0,6,"Central"
"Bethany School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2013-2014","Expulsion","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2014-2015","Expulsion","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2009-2010","Expulsion","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",7,2,"South Central"
"Bethany School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2010-2011","Expulsion","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2011-2012","Expulsion","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2012-2013","Expulsion","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2016-2017","Expulsion","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",-9999,2,"South Central"
"Bethany School District",NA,"2015-2016","Expulsion","Sanctions","Number",0,2,"South Central"
"Bethany School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",0,2,"South Central"
"Bethel School District",900104720,"2015-2016","Bus Suspension","Sanctions","Number",6,5,"Western"
"Bethel School District",900104720,"2016-2017","Out-of-School Suspension","Sanctions","Number",49,5,"Western"
"Bethel School District",900104720,"2016-2017","Expulsion","Sanctions","Number",-9999,5,"Western"
"Bethel School District",900104720,"2016-2017","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Bethel School District",900104720,"2016-2017","In-School Suspension","Sanctions","Number",401,5,"Western"
"Bethel School District",900104720,"2015-2016","In-School Suspension","Sanctions","Number",408,5,"Western"
"Bethel School District",900104720,"2015-2016","Out-of-School Suspension","Sanctions","Number",37,5,"Western"
"Bethel School District",900104720,"2015-2016","Expulsion","Sanctions","Number",8,5,"Western"
"Bethel School District",900104720,"2009-2010","In-School Suspension","Sanctions","Number",422,5,"Western"
"Bethel School District",900104720,"2009-2010","Out-of-School Suspension","Sanctions","Number",39,5,"Western"
"Bethel School District",900104720,"2009-2010","Expulsion","Sanctions","Number",-9999,5,"Western"
"Bethel School District",900104720,"2009-2010","Bus Suspension","Sanctions","Number",8,5,"Western"
"Bethel School District",900104720,"2010-2011","In-School Suspension","Sanctions","Number",355,5,"Western"
"Bethel School District",900104720,"2010-2011","Out-of-School Suspension","Sanctions","Number",32,5,"Western"
"Bethel School District",900104720,"2010-2011","Expulsion","Sanctions","Number",0,5,"Western"
"Bethel School District",900104720,"2010-2011","Bus Suspension","Sanctions","Number",13,5,"Western"
"Bethel School District",900104720,"2011-2012","In-School Suspension","Sanctions","Number",432,5,"Western"
"Bethel School District",900104720,"2011-2012","Out-of-School Suspension","Sanctions","Number",21,5,"Western"
"Bethel School District",900104720,"2011-2012","Expulsion","Sanctions","Number",-9999,5,"Western"
"Bethel School District",900104720,"2011-2012","Bus Suspension","Sanctions","Number",8,5,"Western"
"Bethel School District",900104720,"2012-2013","In-School Suspension","Sanctions","Number",493,5,"Western"
"Bethel School District",900104720,"2012-2013","Out-of-School Suspension","Sanctions","Number",41,5,"Western"
"Bethel School District",900104720,"2012-2013","Expulsion","Sanctions","Number",10,5,"Western"
"Bethel School District",900104720,"2012-2013","Bus Suspension","Sanctions","Number",13,5,"Western"
"Bethel School District",900104720,"2013-2014","In-School Suspension","Sanctions","Number",375,5,"Western"
"Bethel School District",900104720,"2013-2014","Out-of-School Suspension","Sanctions","Number",18,5,"Western"
"Bethel School District",900104720,"2013-2014","Expulsion","Sanctions","Number",6,5,"Western"
"Bethel School District",900104720,"2013-2014","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Bethel School District",900104720,"2014-2015","In-School Suspension","Sanctions","Number",430,5,"Western"
"Bethel School District",900104720,"2014-2015","Out-of-School Suspension","Sanctions","Number",29,5,"Western"
"Bethel School District",900104720,"2014-2015","Expulsion","Sanctions","Number",6,5,"Western"
"Bethel School District",900104720,"2014-2015","Bus Suspension","Sanctions","Number",7,5,"Western"
"Bloomfield School District",900305910,"2010-2011","Out-of-School Suspension","Sanctions","Number",273,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Expulsion","Sanctions","Number",10,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Bus Suspension","Sanctions","Number",55,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","In-School Suspension","Sanctions","Number",362,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Out-of-School Suspension","Sanctions","Number",232,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Bus Suspension","Sanctions","Number",19,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","In-School Suspension","Sanctions","Number",354,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","In-School Suspension","Sanctions","Number",418,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Out-of-School Suspension","Sanctions","Number",369,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Expulsion","Sanctions","Number",12,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Bus Suspension","Sanctions","Number",74,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","In-School Suspension","Sanctions","Number",322,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Expulsion","Sanctions","Number",20,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Bus Suspension","Sanctions","Number",9,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","In-School Suspension","Sanctions","Number",296,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Out-of-School Suspension","Sanctions","Number",229,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Expulsion","Sanctions","Number",10,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Bus Suspension","Sanctions","Number",6,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","In-School Suspension","Sanctions","Number",331,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Out-of-School Suspension","Sanctions","Number",226,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Out-of-School Suspension","Sanctions","Number",233,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Expulsion","Sanctions","Number",11,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Bus Suspension","Sanctions","Number",8,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","In-School Suspension","Sanctions","Number",374,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Out-of-School Suspension","Sanctions","Number",239,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","In-School Suspension","Sanctions","Number",243,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Out-of-School Suspension","Sanctions","Number",229,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Expulsion","Sanctions","Number",13,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Expulsion","Sanctions","Number",8,4,"North Central"
"Bolton School District",901306260,"2009-2010","Out-of-School Suspension","Sanctions","Number",26,4,"North Central"
"Bolton School District",901306260,"2009-2010","Expulsion","Sanctions","Number",0,4,"North Central"
