"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value"
"Bethany School District",NA,"2014-2015","Expulsion","Sanctions","Number",0
"Bethany School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Bethany School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999
"Bethany School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",-9999
"Bethany School District",NA,"2015-2016","Expulsion","Sanctions","Number",0
"Bethany School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0
"Bethany School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",0
"Bethany School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",-9999
"Bethany School District",NA,"2016-2017","Expulsion","Sanctions","Number",0
"Bethany School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0
"Bethel School District",900104720,"2009-2010","In-School Suspension","Sanctions","Number",422
"Bethel School District",900104720,"2009-2010","Out-of-School Suspension","Sanctions","Number",39
"Bethel School District",900104720,"2009-2010","Expulsion","Sanctions","Number",-9999
"Bethel School District",900104720,"2009-2010","Bus Suspension","Sanctions","Number",8
"Bethel School District",900104720,"2010-2011","In-School Suspension","Sanctions","Number",355
"Bethel School District",900104720,"2010-2011","Out-of-School Suspension","Sanctions","Number",32
"Bethel School District",900104720,"2010-2011","Expulsion","Sanctions","Number",0
"Bethel School District",900104720,"2010-2011","Bus Suspension","Sanctions","Number",13
"Bethel School District",900104720,"2011-2012","In-School Suspension","Sanctions","Number",432
"Bethel School District",900104720,"2011-2012","Out-of-School Suspension","Sanctions","Number",21
"Bethel School District",900104720,"2011-2012","Expulsion","Sanctions","Number",-9999
"Bethel School District",900104720,"2011-2012","Bus Suspension","Sanctions","Number",8
"Bethel School District",900104720,"2012-2013","In-School Suspension","Sanctions","Number",493
"Bethel School District",900104720,"2012-2013","Out-of-School Suspension","Sanctions","Number",41
"Bethel School District",900104720,"2012-2013","Expulsion","Sanctions","Number",10
"Bethel School District",900104720,"2012-2013","Bus Suspension","Sanctions","Number",13
"Bethel School District",900104720,"2013-2014","In-School Suspension","Sanctions","Number",375
"Bethel School District",900104720,"2013-2014","Out-of-School Suspension","Sanctions","Number",18
"Bethel School District",900104720,"2013-2014","Expulsion","Sanctions","Number",6
"Bethel School District",900104720,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"Bethel School District",900104720,"2014-2015","In-School Suspension","Sanctions","Number",430
"Bethel School District",900104720,"2014-2015","Out-of-School Suspension","Sanctions","Number",29
"Bethel School District",900104720,"2014-2015","Expulsion","Sanctions","Number",6
"Bethel School District",900104720,"2014-2015","Bus Suspension","Sanctions","Number",7
"Bethel School District",900104720,"2015-2016","In-School Suspension","Sanctions","Number",408
"Bethel School District",900104720,"2015-2016","Out-of-School Suspension","Sanctions","Number",37
"Bethel School District",900104720,"2015-2016","Expulsion","Sanctions","Number",8
"Bethel School District",900104720,"2015-2016","Bus Suspension","Sanctions","Number",6
"Bethel School District",900104720,"2016-2017","In-School Suspension","Sanctions","Number",401
"Bethel School District",900104720,"2016-2017","Out-of-School Suspension","Sanctions","Number",49
"Bethel School District",900104720,"2016-2017","Expulsion","Sanctions","Number",-9999
"Bethel School District",900104720,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Bloomfield School District",900305910,"2009-2010","In-School Suspension","Sanctions","Number",418
"Bloomfield School District",900305910,"2009-2010","Out-of-School Suspension","Sanctions","Number",369
"Bloomfield School District",900305910,"2009-2010","Expulsion","Sanctions","Number",12
"Bloomfield School District",900305910,"2009-2010","Bus Suspension","Sanctions","Number",74
"Bloomfield School District",900305910,"2010-2011","In-School Suspension","Sanctions","Number",322
"Bloomfield School District",900305910,"2010-2011","Out-of-School Suspension","Sanctions","Number",273
"Bloomfield School District",900305910,"2010-2011","Expulsion","Sanctions","Number",10
"Bloomfield School District",900305910,"2010-2011","Bus Suspension","Sanctions","Number",55
"Bloomfield School District",900305910,"2011-2012","In-School Suspension","Sanctions","Number",362
"Bloomfield School District",900305910,"2011-2012","Out-of-School Suspension","Sanctions","Number",232
"Bloomfield School District",900305910,"2011-2012","Expulsion","Sanctions","Number",-9999
"Bloomfield School District",900305910,"2011-2012","Bus Suspension","Sanctions","Number",19
"Bloomfield School District",900305910,"2012-2013","In-School Suspension","Sanctions","Number",354
"Bloomfield School District",900305910,"2012-2013","Out-of-School Suspension","Sanctions","Number",233
"Bloomfield School District",900305910,"2012-2013","Expulsion","Sanctions","Number",11
"Bloomfield School District",900305910,"2012-2013","Bus Suspension","Sanctions","Number",8
"Bloomfield School District",900305910,"2013-2014","In-School Suspension","Sanctions","Number",374
"Bloomfield School District",900305910,"2013-2014","Out-of-School Suspension","Sanctions","Number",239
"Bloomfield School District",900305910,"2013-2014","Expulsion","Sanctions","Number",20
"Bloomfield School District",900305910,"2013-2014","Bus Suspension","Sanctions","Number",9
"Bloomfield School District",900305910,"2014-2015","In-School Suspension","Sanctions","Number",296
"Bloomfield School District",900305910,"2014-2015","Out-of-School Suspension","Sanctions","Number",229
"Bloomfield School District",900305910,"2014-2015","Expulsion","Sanctions","Number",10
"Bloomfield School District",900305910,"2014-2015","Bus Suspension","Sanctions","Number",6
"Bloomfield School District",900305910,"2015-2016","In-School Suspension","Sanctions","Number",331
"Bloomfield School District",900305910,"2015-2016","Out-of-School Suspension","Sanctions","Number",226
"Bloomfield School District",900305910,"2015-2016","Expulsion","Sanctions","Number",13
"Bloomfield School District",900305910,"2015-2016","Bus Suspension","Sanctions","Number",-9999
"Bloomfield School District",900305910,"2016-2017","In-School Suspension","Sanctions","Number",243
"Bloomfield School District",900305910,"2016-2017","Out-of-School Suspension","Sanctions","Number",229
"Bloomfield School District",900305910,"2016-2017","Expulsion","Sanctions","Number",8
"Bloomfield School District",900305910,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Bolton School District",901306260,"2009-2010","In-School Suspension","Sanctions","Number",16
"Bolton School District",901306260,"2009-2010","Out-of-School Suspension","Sanctions","Number",26
"Bolton School District",901306260,"2009-2010","Expulsion","Sanctions","Number",0
"Bolton School District",901306260,"2009-2010","Bus Suspension","Sanctions","Number",0
"Bolton School District",901306260,"2010-2011","In-School Suspension","Sanctions","Number",28
"Bolton School District",901306260,"2010-2011","Out-of-School Suspension","Sanctions","Number",26
"Bolton School District",901306260,"2010-2011","Expulsion","Sanctions","Number",0
"Bolton School District",901306260,"2010-2011","Bus Suspension","Sanctions","Number",0
"Bolton School District",901306260,"2011-2012","In-School Suspension","Sanctions","Number",16
"Bolton School District",901306260,"2011-2012","Out-of-School Suspension","Sanctions","Number",26
"Bolton School District",901306260,"2011-2012","Expulsion","Sanctions","Number",0
"Bolton School District",901306260,"2011-2012","Bus Suspension","Sanctions","Number",0
"Bolton School District",901306260,"2012-2013","In-School Suspension","Sanctions","Number",15
"Bolton School District",901306260,"2012-2013","Out-of-School Suspension","Sanctions","Number",25
"Bolton School District",901306260,"2012-2013","Expulsion","Sanctions","Number",-9999
"Bolton School District",901306260,"2012-2013","Bus Suspension","Sanctions","Number",0
"Bolton School District",901306260,"2013-2014","In-School Suspension","Sanctions","Number",40
"Bolton School District",901306260,"2013-2014","Out-of-School Suspension","Sanctions","Number",9
"Bolton School District",901306260,"2013-2014","Expulsion","Sanctions","Number",0
"Bolton School District",901306260,"2013-2014","Bus Suspension","Sanctions","Number",0
"Bolton School District",901306260,"2014-2015","In-School Suspension","Sanctions","Number",52
"Bolton School District",901306260,"2014-2015","Out-of-School Suspension","Sanctions","Number",29
"Bolton School District",901306260,"2014-2015","Expulsion","Sanctions","Number",-9999
"Bolton School District",901306260,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Bolton School District",901306260,"2015-2016","In-School Suspension","Sanctions","Number",57
"Bolton School District",901306260,"2015-2016","Out-of-School Suspension","Sanctions","Number",10
"Bolton School District",901306260,"2015-2016","Expulsion","Sanctions","Number",0
"Bolton School District",901306260,"2015-2016","Bus Suspension","Sanctions","Number",-9999
"Bolton School District",901306260,"2016-2017","In-School Suspension","Sanctions","Number",35
"Bolton School District",901306260,"2016-2017","Out-of-School Suspension","Sanctions","Number",22
"Bolton School District",901306260,"2016-2017","Expulsion","Sanctions","Number",-9999
"Bolton School District",901306260,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Booker T Washington Academy District",NA,"2009-2010","In-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2009-2010","Expulsion","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2009-2010","Bus Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2010-2011","In-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2010-2011","Expulsion","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2010-2011","Bus Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2011-2012","In-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2011-2012","Expulsion","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2011-2012","Bus Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2012-2013","Expulsion","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2013-2014","In-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2013-2014","Expulsion","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2013-2014","Bus Suspension","Sanctions","Number",-6666
"Booker T Washington Academy District",NA,"2014-2015","In-School Suspension","Sanctions","Number",48
"Booker T Washington Academy District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",26
"Booker T Washington Academy District",NA,"2014-2015","Expulsion","Sanctions","Number",0
"Booker T Washington Academy District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Booker T Washington Academy District",NA,"2015-2016","In-School Suspension","Sanctions","Number",50
"Booker T Washington Academy District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",-9999
"Booker T Washington Academy District",NA,"2015-2016","Expulsion","Sanctions","Number",0
"Booker T Washington Academy District",NA,"2015-2016","Bus Suspension","Sanctions","Number",6
"Booker T Washington Academy District",NA,"2016-2017","In-School Suspension","Sanctions","Number",24
"Booker T Washington Academy District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",9
"Booker T Washington Academy District",NA,"2016-2017","Expulsion","Sanctions","Number",0
"Booker T Washington Academy District",NA,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Bozrah School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",0
"Bozrah School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-9999
"Bozrah School District",NA,"2009-2010","Expulsion","Sanctions","Number",0
"Bozrah School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0
"Bozrah School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",0
"Bozrah School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",0
